title,article,published,article_id,question_1,question_2
"Ledare: Blunda inte för uppenbara hot, statsministern","Ett svenskt Nato-medlemskap och det faktum att Sveriges insats i Mali inte förlängs är några av de ämnen som gör avtryck på dagens ledarsidor.I SvD menar Gunnar Hökmark att det är allvarligt att statsminister Magdalena Andersson (S) säger sig vara emot en Natooption, inte bara ett Natomedlemskap. Det trots att en majoritet i riksdagen röstat för en option och trots att det är ”en självklarhet för ett suveränt land”, skriver Hökmark.”Hoten är så uppenbara att man inte ska blunda för någon risk.”I Sydsvenskan är det i stället den svenska militärinsatsen i Mali som står i fokus. Läget i landet har blivit ohållbart och trots att Sverige insats var ”numerärt liten” måste regeringen nu tillsätta en oberoende utredning för att besvara frågan om insatsen var värd sitt pris, enligt tidningen.”Tyvärr riskerar vissa av erfarenheterna från Sveriges bidrag i Afghanistan att återkomma även i utvärderingen och granskningen av insatsen i Mali.”",2022-02-18T08:34:33Z,Po2P2p,Vad tycker Gunnar Hökmark om Sveriges Natooption?,Varför måste regeringen tillsätta en oberoende utredning för att besvara frågan om insatsen i Mali var värd sitt pris?
Tusentals demonstrerade till stöd för Putin i Belgrad,"Tusentals serber har under fredagen demonstrerat i Belgrad till stöd för Ryssland och mot Nato, rapporterar Reuters. Demonstranterna viftade med serbiska och ryska flaggor och bar bilder på den ryske presidenten Putin. – Jag är här för att stötta Ryssland och säga ett högt och tydligt nej till Belgrads skamliga beslut att rösta mot Ryssland i FN, säger demonstranten Mladen Obradociv.Serbien har de senaste veckorna röstat för FN-resolutioner som fördömer den ryska invasionen av Ukraina vid flera tillfällen. Samtidigt är landet nästan helt beroende av import av gas och olja från Ryssland och har vägrat införa sanktioner mot den ryska energisektorn. Den nyligen omvalde serbiske presidenten Aleksandar Vucic har öppnat för att köpa nya och begagnade stridsflygplan från väst, vilket tolkats som att han vill distansera sig militärt från Ryssland.",2022-04-15T21:04:58Z,bGv4kk,Vad demonstrerade tusentals serber för i Belgrad?,Varför är Serbien nästan helt beroende av import av gas och olja från Ryssland?
Analyser: Biden gör det han inte fick göra under Obama,"Genom att skicka vapen till Ukraina gör USA:s president Joe Biden det som han inte kunde göra då han var vicepresident under Barack Obama. Det skriver Washington Posts Ashley Parker och Ellen Nakashima i en analyserande text. När Krym annekterades 2014 ville den utrikespolitiske veteranen Biden ge ett ”hårt svar”, men Obamas hållning var mer försiktig när Ukraina bad om sådant stöd, skriver de. ”Obama avvisade begäran, av rädsla för att dödligt bistånd till Ukraina skulle eskalera spänningarna med Ryssland”.CNN:s Paul LeBlanc skriver om att Biden nyligen sa att han ”tycker” att Vladimir Putin är en krigsförbrytare, och menar att den typen av uttalanden kan vara av större betydelse än vad man kan tro.LeBlanc noterar att utrikesminister Blinken uttryckte sig som att han ”personligen” håller med om vad Biden sagt om Putin. Termer som ”krigsförbrytare” används ofta i vardagligt språk men det finns också en juridisk definition som slås fast i Genèvekonventionerna, skriver LeBlanc. ”Med andra ord, Vita huset är noggranna med att inte förekomma de internationella utredningar som gäller Rysslands invasion.” ",2022-03-21T19:25:22Z,QyAPMQ,Vad var Obamas hållning när Ukraina bad om dödligt bistånd?,Vilken term använde Biden för att beskriva Putin och vad kan det innebära?
Andersson till London för möte med  Boris Johnson,"Statsminister Magdalena Andersson (S) reser till London för att delta i möten med Storbritanniens premiärminister Boris Johnson och ledare från andra europeiska länder. Det skriver regeringen i ett pressmeddelande. Under tisdagen kommer Andersson delta i ett bilateralt möte med Johnson för att diskutera samarbetet mellan Sverige och Storbritannien, står det i pressmeddelandet.Under besöket kommer hon också ha möten med Finlands president Sauli Niinistö och Islands statsminister Katrín Jakobsdóttir.",2022-03-13T11:07:37Z,z7ylaO,Vem kommer Magdalena Andersson träffa under sitt besök i London?,Vad kommer Magdalena Andersson diskutera med Boris Johnson?
Sunak: Vi vill se en tydlig ukrainsk seger redan i år,"Den brittiska premiärministern Rishi Sunak säger att han vill se en ”tydlig ukrainsk seger på slagfältet” redan i år. I ett tal i parlamentet i samband med den ukrainske presidenten Volodymyr Zelenskyjs besök i London säger han att Storbritanniens avsikt är att säkra den ukrainska segern, skriver AFP.– Putins aggression kan inte på något vis sägas vara lyckad, det är därför vi har snabbat på och ökat vårt militära stöd till Ukraina, säger Sunak. Sunak underströk att hans konservativa parti och Labour-partiet båda står bakom det brittiska stödet till Ukraina. ",2023-02-08T12:47:48Z,O8WQxb,Vad sa Rishi Sunak i samband med Volodymyr Zelenskyjs besök i London?,Vad är Storbritanniens avsikt gällande Ukrainas seger?
USA undersöker om attacker på journalister var avsiktliga,"USA:s utrikesminister Antony Blinken säger till NPR att de undersöker om Ryssland avsiktligt attackerar journalister i Ukraina, rapporterar CNN. – Att avsiktligt attackera civila, journalister och andra skulle utgöra ett krigsbrott, säger han. Minst tre journalister har dödats i kriget, Pierre Zakrzewski, Oleksandra Kuvshynova och Brent Renaud – och ytterligare två har skadats. En av journalisterna som skadats är Fox News korrespondent Benjamin Hall, en journalist som enligt Blinken ofta är med på hans resor. – Jag tycker om honom mycket. Han är en utomordentlig reporter som ställer svåra frågor oavsett var jag befinner mig, säger Blinken om Hall. ",2022-03-16T16:51:27Z,V9MAy3,Vad säger Antony Blinken om Rysslands eventuella avsiktliga attacker mot journalister i Ukraina?,Vilka journalister har dödats eller skadats i kriget i Ukraina?
WHO: Kriget kan leda till nytt mässlingsutbrott,"En redan låg vaccinationsgrad och många flyktingar som trängs på små ytor. Det är några av anledningarna till att kriget i Ukraina kan leda till ett nytt mässlingsutbrott i landet, varnar Världshälsoorganisationen (WHO).Det senaste årtiondet har Ukraina drabbats av två utbrott av sjukdomen. Det senaste, som pågick från mitten av 2017 till slutet av 2019, var det näst största som rapporterats i världen, skriver TT.Det utbrottet stoppades av en omfattande vaccinationskampanj, men WHO är oroliga att färre nyfödda vaccineras till följd av kriget, vilket kan sänka vaccinationsgraden ytterligare.",2022-04-28T03:42:30Z,k6VwyX,Varför varnar Världshälsoorganisationen för ett nytt mässlingsutbrott i Ukraina?,Vilka ukrainska OS-skidåkare har anslutit till nationalgardet för att försvara sitt hemland?
Ukrainska OS-deltagare ansluter till kriget ,"De ukrainska OS-skidåkarna Dmytro Pidrutjnyj och Dmytro Mazurchuk har anslutit till nationalgardet för att försvara sitt hemland, bekräftar Mazurchuk för SVT Sport. ”Säg inte att sport inte är relaterat till politik. DET ÄR RELATERAT!! Soldater och civila i mitt moderland dör medan du läser detta. Jag ber er, håll er INTE BORTA, snälla!” skriver han bland annat till SVT.Pidrutjnyj tävlade i skidskytte i OS i Peking, medan Mazurchuk tävlade i nordisk kombination.Även tidigare boxningsstjärnan Vasyl Lomatjenko har gått med i armén, skriver SVT.",2022-02-27T21:40:38Z,mrdRbl,Vad har de ukrainska OS-skidåkarna Dmytro Pidrutjnyj och Dmytro Mazurchuk gjort för att försvara sitt hemland?,Vad uppmanar Dmytro Mazurchuk läsarna att göra?
Ledare: Välkommet beslut – men borde skett tidigare,"Vapenstödet till Ukraina lyfts på flera av dagens ledarsidor efter att regeringen meddelat att Sverige bland annat ska skicka artillerisystemet Archer.”Äntligen”, utropar Expressens ledarsida och konstaterar att demokratins seger över tyranniet är en existentiell fråga för hela kontinenten.Henrik Westman på Dagens Industri skriver att det i praktiken kan ta månader innan stödet är på plats. Detta eftersom Inspektionen för strategiska produkter måste ge grönt ljus.”Givet denna omständliga process kan man tycka att regeringen borde ha tagit flera av torsdagens beslut tidigare”, skriver Westman.På Sydsvenskans ledarsida står Natofrågan och Sveriges relation till Erdogan i centrum. Tidningen menar att SD-ledaren Jimmie Åkesson stått för en ”välkommen frispråkighet” när han kallat den turkiske presidenten för en islamistisk diktator och pekat ut landet som en icke-demokrati.",2023-01-20T07:25:26Z,Xb5VVW,Vad ska Sverige skicka till Ukraina enligt dagens beslut?,Vilka frågor står i centrum på Sydsvenskans ledarsida?
Nya fredssamtal i dag – källor: Ryssland öppnar för ukrainskt EU-medlemskap,"Dagens förhandlingar mellan Ryssland och Ukraina väntas hållas i Dolmabahçepalatset i Istanbul klockan 10.30, skriver TT med hänvisning till ukrainska nyhetsbyrån Ukrinform. Både den ukrainska och ryska delegationen har nu landat i Turkiet. Fyra källor med insyn i förhandlingarna uppger för Financial Times att Ryssland är beredda att låta Ukraina gå med i EU. Moskva och Kyiv väntas diskutera en vapenvila som en del av en möjlig överenskommelse som skulle innebära att Ukraina ger upp målet om Natomedlemskap i utbyte mot säkerhetsgarantier och möjligheten att gå med i EU, enligt källorna.Därtill har Ryssland enligt källorna gett upp det tidigare kravet på ”avnazifiering” av Ukraina, som grundar sig i det falska påståendet från Kreml om att Ukrainas regering styrs av nazister.Ukraina och västländer har samtidigt uttryckt oro för att Putin använder förhandlingarna som en rökridå för att omgruppera de militära styrkorna inför en ny offensiv.",2022-03-28T18:56:57Z,G3mVzm,Var kommer dagens förhandlingar mellan Ryssland och Ukraina att hållas?,Vad rapporterar Financial Times om Rysslands inställning till Ukrainas möjliga EU-medlemskap?
30 000 soldater deltar i stor Nato-övning i Norge,"Nato inledde under måndagen stora militärövningen Cold Response 22 i Norge, rapporterar AFP. Övningen, där 30 000 soldater från Nato och partnerländer kommer att delta, var planerad redan innan den ryska invasionen av Ukraina.– Det är en försvarsövning, säger general Yngve Odlo till TV2.– Det är inte en militär operation med offensivt syfte.Runt 1 600 svenska soldater kommer att delta, enligt ett pressmeddelande från Försvarsmakten. Sverige kommer även att skicka Jas 39 Gripen.",2022-03-14T14:06:48Z,8QKEj2,Vilket syfte har Natos militärövning Cold Response 22?,Hur många svenska soldater kommer att delta i övningen?
Tiktok stoppar användare i Ryssland att publicera,"Tiktok stoppar sina ryska användare från att publicera material. Det meddelar den kinesiska sociala medier-jätten på sin hemsida enligt Bloomberg. ”Vi har inget annat val än att stänga av möjligheten att livestreama och publicera nytt innehåll på vår videotjänst medan vi ser över vilka implikationer på säkerheten den här nya lagen innebär”, skriver företaget.Rysslands president Vladimir Putin skrev under fredagen under en lag som gör det olagligt att publicera ”falska” nyheter om kriget i Ukraina. Det har fått flera internationella medier att lämna landet och oberoende ryska medier har tvingats radera delar av sin bevakning. ",2022-03-06T19:26:03Z,MLBkeB,Vad har Tiktok meddelat på sin hemsida?,Vad har fått flera internationella medier att lämna Ryssland?
"Ryska styrkor 2,5 mil från Kyiv – Ukraina: ”Redo för strid”","Flyglarm ljöd i Kyiv och andra större ukrainska städer på lördagsmorgonen. Den ryska offensiven ser ut att avancera i nordöstra Ukraina i riktning mot huvudstaden, uppger en källa på USA:s försvarsdepartement för AP. Huvuddelen av de ryska markstyrkorna befinner sig nu 25 kilometer därifrån, enligt Storbritanniens senaste underrättelserapport, rapporterar BBC. Nya satellitbilder antyder samtidigt att rysk militär skjuter mot bostadsområden i stadens utkanter, rapporterar Sky News. Bilderna från företaget Maxar Technologies visar hus i brand. Bland annat syns stor förstörelse i staden Moschun, nordväst om Kyiv, och bränder på flygplatsen Antonov International Airport. Ukrainska regeringen säger att ”Kyiv är redo för strid”, och enligt president Volodymyr Zelenskyj har landet nått ”en strategisk vändpunkt"". – Det är omöjligt att säga hur många dagar vi har på oss att befria ukrainska mark. Men vi går redan mot vårt mål, vår seger, säger han. ",2022-03-12T08:50:02Z,a7xlka,Vad visar nya satellitbilder från Maxar Technologies?,Vad säger Ukrainas president Volodymyr Zelenskyj om landets situation?
